label,x_value,block_length,message_length,code_rate,trials,seed,bit_error_rate,frame_error_rate
0.125,0.125,64,8,0.125000000000,2000,1007,0.000000000000,0.000000000000
0.250,0.25,64,16,0.250000000000,2000,1008,0.000125000000,0.000500000000
0.375,0.375,64,24,0.375000000000,2000,1009,0.003250000000,0.014000000000
0.500,0.5,64,32,0.500000000000,2000,1010,0.019828125000,0.077000000000
0.625,0.625,64,40,0.625000000000,2000,1011,0.072537500000,0.299000000000
